level,score,name,time,A0,A1,A2,A3,A4,A5,AlmostDeath,CoinPerSec,KillPerSec,ShotPerSec,MissPerSec
1,2,putt,10,270,195.5,0,2,3,1,FALSE,0,20,30,10
1,34,putt,15,476.5,405.5,3,4,5,1,FALSE,20,26.6667,33.3333,6.6667
2,51,putt,20,340,209.5,4,10,12,2,FALSE,20,50,60,10
2,85,putt,25,599,353,7,13,15,2,FALSE,28,52,60,8
2,101,putt,30,123,412.5,8,17,19,2,FALSE,26.6667,56.6667,63.3333,6.6667
3,117,putt,35,546.5,433.5,9,21,24,2,FALSE,25.7143,60,68.5714,5.7143
3,128,putt,40,375,536,9,26,30,3,FALSE,22.5,65,75,7.5
3,144,putt,45,305,490.5,9,33,38,4,FALSE,20,73.3333,84.4444,8.8889
4,173,putt,50,242,490.5,10,40,45,5,FALSE,20,80,90,10
4,212,putt,55,347,490.5,12,49,54,5,FALSE,21.8182,89.0909,98.1818,9.0909
4,240,putt,60,301.5,483.5,13,55,61,6,FALSE,21.6667,91.6667,101.6667,10
5,277,putt,65,417,525.5,14,64,72,7,FALSE,21.5385,98.4615,110.7692,10.7692
5,296,putt,70,480,473,14,70,79,8,FALSE,20,100,112.8571,11.4286
5,335,putt,75,452,536,15,78,88,9,FALSE,20,104,117.3333,12
6,377,putt,80,550,536,15,89,99,9,TRUE,18.75,111.25,123.75,11.25
1,12,putt,5,249,174.5,1,2,2,0,FALSE,20,40,40,0
1,25,putt,10,326,311,2,5,5,0,FALSE,20,50,50,0
2,49,putt,15,634,367,4,9,10,0,FALSE,26.6667,60,66.6667,0
2,60,putt,20,494,367,4,16,16,0,FALSE,20,80,80,0
2,92,putt,25,399.5,367,6,23,23,0,FALSE,24,92,92,0
3,104,putt,30,259.5,409,6,30,30,0,FALSE,20,100,100,0
3,127,putt,35,546.5,444,7,38,40,1,FALSE,20,108.5714,114.2857,2.8571
3,141,putt,40,385.5,402,7,45,47,2,FALSE,17.5,112.5,117.5,5
4,159,putt,45,424,440.5,7,53,55,2,FALSE,15.5556,117.7778,122.2222,4.4444
4,197,putt,50,438,517.5,8,61,65,3,FALSE,16,122,130,6
4,210,putt,55,340,409,8,66,72,4,TRUE,14.5455,120,130.9091,7.2727
1,0,putt,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,13,putt,10,137,346,1,3,4,1,FALSE,10,30,40,10
1,36,putt,15,459,258.5,3,6,7,1,FALSE,20,40,46.6667,6.6667
2,41,putt,20,435,300.5,3,10,13,1,FALSE,15,50,65,5
2,75,putt,25,127,522,5,18,21,2,FALSE,20,72,84,8
2,92,putt,30,484,536,6,23,26,3,FALSE,20,76.6667,86.6667,10
3,115,putt,35,463,518.5,7,30,34,3,FALSE,20,85.7143,97.1429,8.5714
3,141,putt,40,529.5,518.5,8,37,41,3,FALSE,20,92.5,102.5,7.5
3,167,putt,45,536.5,532.5,9,44,48,4,FALSE,20,97.7778,106.6667,8.8889
4,201,putt,50,592.5,473,11,49,55,5,FALSE,22,98,110,10
4,233,putt,55,536.5,501,12,58,65,7,FALSE,21.8182,105.4545,118.1818,12.7273
4,260,putt,60,470,501,12,67,76,8,FALSE,20,111.6667,126.6667,13.3333
5,288,putt,65,498,501,12,77,86,9,FALSE,18.4615,118.4615,132.3077,13.8462
5,323,putt,70,554,501,13,87,97,9,FALSE,18.5714,124.2857,138.5714,12.8571
5,346,putt,75,550.5,501,13,94,105,9,TRUE,17.3333,125.3333,140,12
1,1,Fern,5,431,479,0,1,2,0,FALSE,0,20,40,0
1,3,Fern,10,546.5,279.5,0,3,4,1,FALSE,0,30,40,10
2,13,Fern,15,466,279.5,1,3,5,2,FALSE,6.6667,20,33.3333,13.3333
2,18,Fern,20,532.5,536,1,6,8,2,FALSE,5,30,40,10
2,30,Fern,25,147.5,424,2,8,10,2,FALSE,8,32,40,8
3,42,Fern,30,322.5,399.5,3,10,13,3,FALSE,10,33.3333,43.3333,10
3,50,Fern,35,665.5,424,3,14,18,3,FALSE,8.5714,40,51.4286,8.5714
3,61,Fern,40,277,504.5,4,15,19,4,FALSE,10,37.5,47.5,10
4,61,Fern,45,49.5,438,4,15,19,4,FALSE,8.8889,33.3333,42.2222,8.8889
4,62,Fern,50,262.5,536,4,16,21,5,FALSE,8,32,42,10
4,72,Fern,55,143.5,431,5,16,23,6,TRUE,9.0909,29.0909,41.8182,10.9091
1,1,Fern,5,410,500,0,1,1,0,FALSE,0,20,20,0
1,21,Fern,10,522,248,2,1,2,1,FALSE,20,10,20,10
2,32,Fern,15,357.5,426.5,3,2,4,2,FALSE,20,13.3333,26.6667,13.3333
2,62,Fern,20,242,440.5,6,2,5,2,FALSE,30,10,25,10
2,66,Fern,25,221,440.5,6,4,9,4,FALSE,24,16,36,16
3,95,Fern,30,193,377.5,8,9,13,4,FALSE,26.6667,30,43.3333,13.3333
3,102,Fern,35,263,479,8,12,20,6,FALSE,22.8571,34.2857,57.1429,17.1429
3,122,Fern,40,364.5,363.5,9,16,25,9,FALSE,22.5,40,62.5,22.5
4,136,Fern,45,623.5,328.5,10,18,31,12,FALSE,22.2222,40,68.8889,26.6667
4,136,Fern,50,693.5,367,10,18,32,14,TRUE,20,36,64,28
1,2,Fern,5,196.5,440.5,0,2,2,0,FALSE,0,40,40,0
1,14,Fern,10,686.5,536,1,4,7,2,FALSE,10,40,70,20
2,24,Fern,15,679.5,504.5,2,4,8,4,FALSE,13.3333,26.6667,53.3333,26.6667
2,39,Fern,20,217.5,504.5,3,8,15,6,FALSE,15,40,75,30
2,52,Fern,25,620,504.5,4,10,18,8,FALSE,16,40,72,32
3,53,Fern,30,448.5,504.5,4,11,20,8,FALSE,13.3333,36.6667,66.6667,26.6667
3,61,Fern,35,182.5,504.5,4,14,24,10,FALSE,11.4286,40,68.5714,28.5714
3,83,Fern,40,221,431,6,16,27,10,FALSE,15,40,67.5,25
3,98,Fern,45,126.5,431,6,23,35,11,FALSE,13.3333,51.1111,77.7778,24.4444
4,114,Fern,50,32,399.5,7,25,38,13,TRUE,14,50,76,26
1,1,Fern,5,102,304,0,1,2,1,FALSE,0,20,40,20
1,4,Fern,10,690,493,0,4,6,2,TRUE,0,40,60,20
1,0,Fern,5,336.5,493,0,0,2,2,FALSE,0,0,40,40
1,12,Fern,10,448.5,367,1,2,7,3,FALSE,10,20,70,30
2,35,Fern,15,350.5,290,3,5,11,5,FALSE,20,33.3333,73.3333,33.3333
2,47,Fern,20,413.5,209.5,4,7,14,7,FALSE,20,35,70,35
2,64,Fern,25,340,349.5,5,12,20,7,FALSE,20,48,80,28
3,69,Fern,30,581.5,398.5,5,15,23,8,FALSE,16.6667,50,76.6667,26.6667
3,80,Fern,35,214,405.5,6,16,24,8,FALSE,17.1429,45.7143,68.5714,22.8571
3,89,Fern,40,336.5,405.5,6,20,30,9,FALSE,15,50,75,22.5
3,112,Fern,45,109,405.5,7,26,36,10,FALSE,15.5556,57.7778,80,22.2222
4,129,Fern,50,144,405.5,8,29,40,11,FALSE,16,58,80,22
4,131,Fern,55,186,416,8,30,42,12,FALSE,14.5455,54.5455,76.3636,21.8182
4,155,Fern,60,280.5,416,9,35,50,13,TRUE,15,58.3333,83.3333,21.6667
1,0,Fern,5,378.5,423,0,0,1,0,FALSE,0,0,20,0
1,13,Fern,10,574.5,136,1,3,5,2,FALSE,10,30,50,20
2,24,Fern,15,714.5,286.5,2,4,8,3,FALSE,13.3333,26.6667,53.3333,20
2,39,Fern,20,554,423,3,7,12,4,TRUE,15,35,60,20
1,0,Fern,5,350.5,392.5,0,0,1,0,FALSE,0,0,20,0
1,11,Fern,10,322.5,452,1,1,5,3,FALSE,10,10,50,30
2,22,Fern,15,592,280.5,2,2,8,6,FALSE,13.3333,13.3333,53.3333,40
2,24,Fern,20,340,392.5,2,4,13,8,FALSE,10,20,65,40
2,26,Fern,25,427.5,536,2,6,17,10,FALSE,8,24,68,40
2,31,Fern,30,217.5,511.5,2,9,22,13,FALSE,6.6667,30,73.3333,43.3333
3,37,Fern,35,497.5,532.5,2,12,26,14,FALSE,5.7143,34.2857,74.2857,40
3,57,Fern,40,200,431,4,12,27,14,FALSE,10,30,67.5,35
3,61,Fern,45,231.5,364.5,4,15,30,15,FALSE,8.8889,33.3333,66.6667,33.3333
4,76,Fern,50,298,536,5,17,33,15,FALSE,10,34,66,30
4,90,Fern,55,340,473,5,21,38,17,FALSE,9.0909,38.1818,69.0909,30.9091
4,103,Fern,60,630.5,473,5,25,43,18,TRUE,8.3333,41.6667,71.6667,30
1,1,Fern,5,245.5,321.5,0,1,1,0,FALSE,0,20,20,0
1,14,Fern,10,536,272.5,1,4,4,0,FALSE,10,40,40,0
2,26,Fern,15,522,272.5,2,6,6,0,FALSE,13.3333,40,40,0
2,50,Fern,20,298,388,4,9,9,0,FALSE,20,45,45,0
2,53,Fern,25,403,388,4,11,11,0,FALSE,16,44,44,0
3,74,Fern,30,266.5,388,6,12,13,1,FALSE,20,40,43.3333,3.3333
3,89,Fern,35,186,388,7,14,15,1,FALSE,20,40,42.8571,2.8571
3,101,Fern,40,161.5,388,8,15,16,1,FALSE,20,37.5,40,2.5
3,108,Fern,45,154.5,388,8,19,22,2,FALSE,17.7778,42.2222,48.8889,4.4444
4,117,Fern,50,490.5,388,8,23,28,5,FALSE,16,46,56,10
4,121,Fern,55,357.5,388,8,25,31,5,FALSE,14.5455,45.4545,56.3636,9.0909
4,135,Fern,60,466,388,8,29,38,8,FALSE,13.3333,48.3333,63.3333,13.3333
5,147,Fern,65,249,388,8,33,42,9,FALSE,12.3077,50.7692,64.6154,13.8462
5,156,Fern,70,102,388,8,36,46,9,FALSE,11.4286,51.4286,65.7143,12.8571
5,156,Fern,75,119.5,388,8,36,51,9,TRUE,10.6667,48,68,12
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,5,480,360,0,1,1,0,FALSE,0,20,20,0
1,21,Fern,10,301.5,349.5,2,1,2,1,FALSE,20,10,20,10
2,32,Fern,15,357.5,377.5,3,2,3,1,FALSE,20,13.3333,20,6.6667
2,54,Fern,20,123,360,5,3,4,1,FALSE,25,15,20,5
2,65,Fern,25,235,272.5,6,4,5,1,FALSE,24,16,20,4
2,79,Fern,30,396,419.5,7,6,7,1,FALSE,23.3333,20,23.3333,3.3333
3,83,Fern,35,95,419.5,7,8,10,1,FALSE,20,22.8571,28.5714,2.8571
3,96,Fern,40,182.5,339,8,10,12,2,FALSE,20,25,30,5
3,111,Fern,45,158,472,9,12,14,2,FALSE,20,26.6667,31.1111,4.4444
4,117,Fern,50,84,412.5,9,14,17,2,TRUE,18,28,34,4
1,1,Fern,5,620,367,0,1,1,0,FALSE,0,20,20,0
1,0,Fern,5,424,122,0,0,1,1,FALSE,0,0,20,20
1,10,Fern,10,203.5,367,1,0,1,1,FALSE,10,0,10,10
2,30,Fern,15,200,367,3,0,1,1,FALSE,20,0,6.6667,6.6667
2,33,Fern,20,469.5,367,3,2,4,2,TRUE,15,10,20,10
1,0,Fern,5,644.5,297,0,0,0,0,FALSE,0,0,0,0
1,12,Fern,10,126.5,332,1,2,2,0,FALSE,10,20,20,0
2,22,Fern,15,595.5,255,2,2,2,0,FALSE,13.3333,13.3333,13.3333,0
2,32,Fern,20,291,227,3,2,2,0,FALSE,15,10,10,0
2,45,Fern,25,494,220,4,4,5,0,FALSE,16,16,20,0
3,49,Fern,30,564,241,4,8,10,2,FALSE,13.3333,26.6667,33.3333,6.6667
3,69,Fern,35,378.5,241,6,8,11,3,TRUE,17.1429,22.8571,31.4286,8.5714
1,10,Fern,5,476.5,164,1,0,0,0,FALSE,20,0,0,0
1,21,Fern,10,623.5,398.5,2,1,2,1,FALSE,20,10,20,10
2,43,Fern,15,385.5,290,4,3,4,1,FALSE,26.6667,20,26.6667,6.6667
2,50,Fern,20,438,307.5,4,7,10,2,FALSE,20,35,50,10
2,54,Fern,25,217.5,367,4,10,15,5,FALSE,16,40,60,20
2,76,Fern,30,375,367,6,11,17,5,FALSE,20,36.6667,56.6667,16.6667
3,80,Fern,35,718,367,6,13,21,6,FALSE,17.1429,37.1429,60,17.1429
3,91,Fern,40,123,472,7,14,22,8,FALSE,17.5,35,55,20
3,109,Fern,45,476.5,472,8,17,26,8,FALSE,17.7778,37.7778,57.7778,17.7778
4,126,Fern,50,571,472,9,21,30,9,TRUE,18,42,60,18
1,1,Fern,5,693.5,346,0,1,2,1,FALSE,0,20,40,20
1,12,Fern,10,385.5,342.5,1,2,4,2,FALSE,10,20,40,20
2,25,Fern,15,238.5,389,2,5,7,2,FALSE,13.3333,33.3333,46.6667,13.3333
2,41,Fern,20,441.5,476.5,3,9,12,2,FALSE,15,45,60,10
2,72,Fern,25,333,389,6,10,13,3,FALSE,24,40,52,12
2,76,Fern,30,242,389,6,13,17,4,FALSE,20,43.3333,56.6667,13.3333
3,98,Fern,35,326,389,8,15,19,4,FALSE,22.8571,42.8571,54.2857,11.4286
3,104,Fern,40,340,431,8,18,23,5,FALSE,20,45,57.5,12.5
3,110,Fern,45,252.5,494,8,21,27,5,FALSE,17.7778,46.6667,60,11.1111
4,110,Fern,50,0,354,8,21,28,6,FALSE,16,42,56,12
4,113,Fern,55,178.5,354,8,22,28,6,FALSE,14.5455,40,50.9091,10.9091
4,116,Fern,60,171.5,378.5,8,24,31,7,TRUE,13.3333,40,51.6667,11.6667
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,10,665.5,370.5,0,1,1,0,FALSE,0,10,10,0
1,12,Fern,15,392.5,493,1,2,3,1,FALSE,6.6667,13.3333,20,6.6667
2,14,Fern,20,56.5,536,1,4,5,1,FALSE,5,20,25,5
2,34,Fern,25,186,469.5,3,4,5,1,FALSE,12,16,20,4
2,46,Fern,30,42.5,343.5,4,6,8,2,FALSE,13.3333,20,26.6667,6.6667
3,68,Fern,35,469.5,343.5,6,7,9,2,TRUE,17.1429,20,25.7143,5.7143
1,1,Fern,5,497.5,500,0,1,1,0,FALSE,0,20,20,0
1,13,Fern,10,550,500,1,3,4,1,FALSE,10,30,40,10
2,14,Fern,15,441.5,500,1,4,6,1,FALSE,6.6667,26.6667,40,6.6667
2,37,Fern,20,249,290,3,6,9,3,FALSE,15,30,45,15
2,42,Fern,25,151,447.5,3,9,12,3,FALSE,12,36,48,12
2,45,Fern,30,137,447.5,3,11,15,3,FALSE,10,36.6667,50,10
3,71,Fern,35,301.5,384.5,5,14,18,4,FALSE,14.2857,40,51.4286,11.4286
3,93,Fern,40,88,363.5,7,15,19,4,FALSE,17.5,37.5,47.5,10
3,95,Fern,45,0,339,7,16,21,4,FALSE,15.5556,35.5556,46.6667,8.8889
4,117,Fern,50,105,381,8,20,25,5,TRUE,16,40,50,10
1,0,Fern,5,445,500,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,10,298,346,0,1,1,0,FALSE,0,10,10,0
1,22,Fern,15,385.5,486,2,2,2,0,FALSE,13.3333,13.3333,13.3333,0
2,32,Fern,20,417,377.5,3,2,2,0,FALSE,15,10,10,0
2,43,Fern,25,259.5,468.5,4,3,4,1,FALSE,16,12,16,4
2,50,Fern,30,399.5,475.5,4,8,10,1,FALSE,13.3333,26.6667,33.3333,3.3333
3,87,Fern,35,298,409,7,12,15,2,FALSE,20,34.2857,42.8571,5.7143
3,91,Fern,40,361,536,7,15,19,3,FALSE,17.5,37.5,47.5,7.5
3,109,Fern,45,249,536,8,18,22,4,FALSE,17.7778,40,48.8889,8.8889
4,129,Fern,50,438,469.5,10,18,22,4,FALSE,20,36,44,8
4,145,Fern,55,364.5,424,10,23,30,6,TRUE,18.1818,41.8182,54.5455,10.9091
1,0,Fern,5,494,500,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,10,466,500,0,1,2,1,FALSE,0,10,20,10
1,12,Fern,15,238.5,360,1,2,4,2,FALSE,6.6667,13.3333,26.6667,13.3333
2,22,Fern,20,301.5,503.5,2,2,5,2,FALSE,10,10,25,10
2,35,Fern,25,455.5,230.5,3,4,6,2,FALSE,12,16,24,8
2,39,Fern,30,322.5,423,3,7,9,2,FALSE,10,23.3333,30,6.6667
3,61,Fern,35,690,405.5,5,9,13,3,TRUE,14.2857,25.7143,37.1429,8.5714
1,0,Fern,5,627,335.5,0,0,0,0,FALSE,0,0,0,0
1,11,Fern,10,438,300.5,1,1,1,0,FALSE,10,10,10,0
2,31,Fern,15,238.5,461.5,3,1,1,0,FALSE,20,6.6667,6.6667,0
2,35,Fern,20,315.5,480,3,3,3,0,FALSE,15,15,15,0
2,49,Fern,25,725,368,4,6,6,0,FALSE,16,24,24,0
2,55,Fern,30,305,413.5,4,9,11,0,FALSE,13.3333,30,36.6667,0
3,88,Fern,35,406.5,410,7,10,14,2,FALSE,20,28.5714,40,5.7143
3,96,Fern,40,161.5,466,7,14,20,5,FALSE,17.5,35,50,12.5
3,118,Fern,45,462.5,389,8,19,25,6,FALSE,17.7778,42.2222,55.5556,13.3333
4,125,Fern,50,648,473,8,24,31,6,FALSE,16,48,62,12
4,140,Fern,55,574.5,473,9,26,33,7,TRUE,16.3636,47.2727,60,12.7273
1,0,Fern,5,515,500,0,0,0,0,FALSE,0,0,0,0
1,22,Fern,10,266.5,304,2,2,2,0,TRUE,20,20,20,0
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,11,Fern,10,140.5,256,1,1,1,0,FALSE,10,10,10,0
1,23,Fern,15,206.5,357.5,2,3,4,1,FALSE,13.3333,20,26.6667,6.6667
2,53,Fern,20,563.5,518.5,5,3,4,1,FALSE,25,15,20,5
2,65,Fern,25,700,406.5,6,4,6,2,FALSE,24,16,24,8
2,68,Fern,30,598.5,406.5,6,6,9,2,FALSE,20,20,30,6.6667
3,95,Fern,35,556.5,333,8,10,14,4,TRUE,22.8571,28.5714,40,11.4286
1,1,Fern,5,238.5,304,0,1,1,0,FALSE,0,20,20,0
1,15,Fern,10,137,363.5,1,5,7,2,FALSE,10,50,70,20
2,56,Fern,15,298,171,5,6,9,3,FALSE,33.3333,40,60,20
2,61,Fern,20,228,342.5,5,9,14,3,FALSE,25,45,70,15
2,84,Fern,25,109,395,7,11,16,4,FALSE,28,44,64,16
2,84,Fern,30,109,395,7,11,16,5,TRUE,23.3333,36.6667,53.3333,16.6667
1,0,Fern,5,0.5,300.5,0,0,1,0,FALSE,0,0,20,0
1,21,Fern,10,595,346,2,1,1,0,FALSE,20,10,10,0
2,51,Fern,15,672,146.5,5,1,1,0,FALSE,33.3333,6.6667,6.6667,0
2,54,Fern,20,539,384.5,5,3,3,0,FALSE,25,15,15,0
2,59,Fern,25,203,384.5,5,6,8,1,FALSE,20,24,32,4
2,81,Fern,30,322,482.5,7,8,11,3,FALSE,23.3333,26.6667,36.6667,10
3,96,Fern,35,696.5,416,8,10,14,4,FALSE,22.8571,28.5714,40,11.4286
3,107,Fern,40,690.5,269,9,11,17,5,FALSE,22.5,27.5,42.5,12.5
3,113,Fern,45,736,419.5,9,15,21,6,FALSE,20,33.3333,46.6667,13.3333
4,126,Fern,50,536.5,433.5,9,20,26,6,FALSE,18,40,52,12
4,139,Fern,55,46.5,493,9,25,34,8,FALSE,16.3636,45.4545,61.8182,14.5455
4,139,Fern,60,64,321.5,9,25,36,11,TRUE,15,41.6667,60,18.3333
1,1,Fern,5,368,419.5,0,1,1,0,FALSE,0,20,20,0
1,12,Fern,10,602.5,230.5,1,2,2,0,FALSE,10,20,20,0
2,23,Fern,15,133.5,440.5,2,3,3,0,FALSE,13.3333,20,20,0
2,23,Fern,20,119.5,402,2,3,3,0,FALSE,10,15,15,0
2,29,Fern,25,123,402,2,7,7,0,FALSE,8,28,28,0
2,52,Fern,30,413.5,391.5,4,9,9,0,FALSE,13.3333,30,30,0
3,59,Fern,35,175.5,391.5,4,13,16,2,FALSE,11.4286,37.1429,45.7143,5.7143
3,72,Fern,40,311.5,391.5,5,15,20,5,FALSE,12.5,37.5,50,12.5
3,85,Fern,45,24.5,290,6,17,24,7,FALSE,13.3333,37.7778,53.3333,15.5556
4,109,Fern,50,343,311,7,22,29,7,FALSE,14,44,58,14
4,122,Fern,55,175,311,8,24,32,7,FALSE,14.5455,43.6364,58.1818,12.7273
4,129,Fern,60,185.5,311,8,27,38,11,FALSE,13.3333,45,63.3333,18.3333
5,157,Fern,65,38.5,237.5,10,29,41,12,TRUE,15.3846,44.6154,63.0769,18.4615
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,21,Fern,10,599,335.5,2,1,1,0,FALSE,20,10,10,0
1,34,Fern,15,371.5,276,3,4,6,2,FALSE,20,26.6667,40,13.3333
2,55,Fern,20,179,286.5,5,5,8,3,FALSE,25,25,40,15
2,62,Fern,25,147.5,458,5,9,16,5,FALSE,20,36,64,20
2,93,Fern,30,466,377.5,8,10,16,6,FALSE,26.6667,33.3333,53.3333,20
3,118,Fern,35,200,234,10,13,20,7,FALSE,28.5714,37.1429,57.1429,20
3,123,Fern,40,182.5,339,10,16,23,7,FALSE,25,40,57.5,17.5
3,145,Fern,45,259,374,12,17,25,8,FALSE,26.6667,37.7778,55.5556,17.7778
4,147,Fern,50,45.5,374,12,18,29,9,FALSE,24,36,58,18
4,163,Fern,55,10.5,304,13,20,31,11,TRUE,23.6364,36.3636,56.3636,20
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,10,Fern,10,441.5,248,1,0,0,0,FALSE,10,0,0,0
1,31,Fern,15,497.5,283,3,1,1,0,FALSE,20,6.6667,6.6667,0
2,41,Fern,20,189.5,328.5,4,1,1,0,FALSE,20,5,5,0
2,51,Fern,25,501,307.5,5,1,2,1,FALSE,20,4,8,4
2,61,Fern,30,151,482.5,6,1,2,1,FALSE,20,3.3333,6.6667,3.3333
3,63,Fern,35,210.5,482.5,6,2,4,2,FALSE,17.1429,5.7143,11.4286,5.7143
3,77,Fern,40,161.5,468.5,7,4,7,3,FALSE,17.5,10,17.5,7.5
3,97,Fern,45,102,195.5,9,4,7,3,FALSE,20,8.8889,15.5556,6.6667
3,117,Fern,50,129.5,136,10,8,14,6,FALSE,20,16,28,12
4,119,Fern,55,150.5,360,10,10,16,6,TRUE,18.1818,18.1818,29.0909,10.9091
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,10,Fern,10,38.5,339,1,0,0,0,FALSE,10,0,0,0
1,20,Fern,15,693,423,2,0,0,0,FALSE,13.3333,0,0,0
2,31,Fern,20,108.5,220,3,1,1,0,FALSE,15,5,5,0
2,39,Fern,25,556.5,409,3,6,7,1,FALSE,12,24,28,4
2,52,Fern,30,648.5,384.5,4,8,11,3,FALSE,13.3333,26.6667,36.6667,10
3,68,Fern,35,246,325,5,12,15,3,FALSE,14.2857,34.2857,42.8571,8.5714
3,84,Fern,40,323,402,6,14,17,3,FALSE,15,35,42.5,7.5
3,87,Fern,45,137.5,300.5,6,16,19,3,FALSE,13.3333,35.5556,42.2222,6.6667
4,92,Fern,50,319.5,388,6,19,24,4,TRUE,12,38,48,8
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,12,Fern,10,123,139.5,1,2,3,1,FALSE,10,20,30,10
1,23,Fern,15,396,423,2,3,5,2,FALSE,13.3333,20,33.3333,13.3333
2,54,Fern,20,364.5,405.5,5,4,6,2,FALSE,25,20,30,10
2,64,Fern,25,228,405.5,5,10,15,2,FALSE,20,40,60,8
2,75,Fern,30,378.5,377.5,6,11,16,5,FALSE,20,36.6667,53.3333,16.6667
3,100,Fern,35,329.5,398.5,8,13,18,5,FALSE,22.8571,37.1429,51.4286,14.2857
3,105,Fern,40,4,398.5,8,15,21,6,FALSE,20,37.5,52.5,15
3,130,Fern,45,207,356.5,10,18,24,6,FALSE,22.2222,40,53.3333,13.3333
4,133,Fern,50,186,402,10,21,27,6,FALSE,20,42,54,12
4,143,Fern,55,14,384.5,10,24,31,7,TRUE,18.1818,43.6364,56.3636,12.7273
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,11,Fern,10,455.5,111.5,1,1,1,0,FALSE,10,10,10,0
1,32,Fern,15,336.5,377.5,3,2,2,0,FALSE,20,13.3333,13.3333,0
2,52,Fern,20,158,167.5,5,2,2,0,FALSE,25,10,10,0
2,54,Fern,25,60,318,5,3,3,0,TRUE,20,12,12,0
1,0,Fern,5,368,244.5,0,0,0,0,FALSE,0,0,0,0
1,21,Fern,10,214,150,2,1,3,2,FALSE,20,10,30,20
1,33,Fern,15,585,388,3,3,7,3,FALSE,20,20,46.6667,20
2,64,Fern,20,532.5,283,6,4,8,4,FALSE,30,20,40,20
2,75,Fern,25,389,391.5,7,5,9,4,FALSE,28,20,36,16
2,91,Fern,30,144,391.5,8,9,14,4,FALSE,26.6667,30,46.6667,13.3333
3,110,Fern,35,227.5,391.5,9,14,19,5,FALSE,25.7143,40,54.2857,14.2857
3,128,Fern,40,56,381,10,17,22,5,TRUE,25,42.5,55,12.5
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,20,Fern,10,172,314.5,2,0,0,0,FALSE,20,0,0,0
1,32,Fern,15,322.5,293.5,3,2,3,1,FALSE,20,13.3333,20,6.6667
2,62,Fern,20,575,258.5,6,2,3,1,FALSE,30,10,15,5
2,84,Fern,25,284.5,265.5,8,3,5,1,FALSE,32,12,20,4
2,93,Fern,30,25.5,265.5,8,8,10,2,FALSE,26.6667,26.6667,33.3333,6.6667
3,105,Fern,35,603,412.5,9,9,11,2,TRUE,25.7143,25.7143,31.4286,5.7143
1,0,Fern,5,368,398.5,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,10,532.5,367,0,1,3,1,FALSE,0,10,30,10
1,31,Fern,15,532.5,440.5,3,1,3,2,FALSE,20,6.6667,20,13.3333
2,41,Fern,20,130,290,4,1,5,2,FALSE,20,5,25,10
2,55,Fern,25,420.5,258.5,5,5,9,4,FALSE,20,20,36,16
2,79,Fern,30,312,307.5,7,8,12,4,FALSE,23.3333,26.6667,40,13.3333
3,93,Fern,35,410,307.5,8,10,14,4,FALSE,22.8571,28.5714,40,11.4286
3,118,Fern,40,403,468.5,10,13,18,5,FALSE,25,32.5,45,12.5
3,124,Fern,45,126.5,468.5,10,16,23,5,FALSE,22.2222,35.5556,51.1111,11.1111
4,128,Fern,50,140.5,468.5,10,18,25,7,FALSE,20,36,50,14
4,137,Fern,55,126.5,349.5,10,21,28,7,TRUE,18.1818,38.1818,50.9091,12.7273
1,0,Fern,5,466,500,0,0,0,0,FALSE,0,0,0,0
1,10,Fern,10,263,374,1,0,0,0,FALSE,10,0,0,0
1,41,Fern,15,357.5,318,4,1,1,0,FALSE,26.6667,6.6667,6.6667,0
2,61,Fern,20,280.5,405.5,6,1,1,0,FALSE,30,5,5,0
2,73,Fern,25,634,290,7,2,2,0,FALSE,28,8,8,0
2,93,Fern,30,438,195.5,9,2,2,0,FALSE,30,6.6667,6.6667,0
3,96,Fern,35,382,349.5,9,4,5,0,FALSE,25.7143,11.4286,14.2857,0
3,108,Fern,40,392.5,349.5,9,8,9,1,FALSE,22.5,20,22.5,2.5
3,123,Fern,45,270,349.5,10,10,13,2,FALSE,22.2222,22.2222,28.8889,4.4444
3,123,Fern,50,595.5,349.5,10,10,14,3,FALSE,20,20,28,6
4,137,Fern,55,609.5,475.5,10,17,22,3,TRUE,18.1818,30.9091,40,5.4545
1,30,Fern,5,119.5,111.5,3,0,0,0,FALSE,60,0,0,0
1,34,Fern,10,455.5,402,3,4,6,2,FALSE,30,40,60,20
2,68,Fern,15,557,244.5,6,8,13,3,FALSE,40,53.3333,86.6667,20
2,80,Fern,20,515,258.5,7,10,19,9,FALSE,35,50,95,45
2,101,Fern,25,161.5,458,9,11,22,9,FALSE,36,44,88,36
